index;City;State;city-state;Latitude;Longitude;Population;AlternateNames;isStateCapital
726;Piekoszów;Świętokrzyskie;Piekoszów, Świętokrzyskie;50.882;20.463;2948;;False
727;Pierzchnica;Świętokrzyskie;Pierzchnica, Świętokrzyskie;50.697;20.754;1269;;False
728;Pińczów;Świętokrzyskie;Pińczów, Świętokrzyskie;50.52;20.526;9721;;False
729;Połaniec;Świętokrzyskie;Połaniec, Świętokrzyskie;50.432;21.281;7453;;False
730;Radoszyce;Świętokrzyskie;Radoszyce, Świętokrzyskie;51.074;20.255;2831;;False
731;Sandomierz;Świętokrzyskie;Sandomierz, Świętokrzyskie;50.68;21.749;21273;;False
732;Sędziszów;Świętokrzyskie;Sędziszów, Świętokrzyskie;50.572;20.072;6108;;False
733;Skalbmierz;Świętokrzyskie;Skalbmierz, Świętokrzyskie;50.32;20.399;1187;;False
734;Skarżysko-Kamienna;Świętokrzyskie;Skarżysko-Kamienna, Świętokrzyskie;51.12;20.882;41224;;False
735;Stąporków;Świętokrzyskie;Stąporków, Świętokrzyskie;51.137;20.572;5091;;False
736;Starachowice;Świętokrzyskie;Starachowice, Świętokrzyskie;51.041;21.084;44416;;False
737;Staszów;Świętokrzyskie;Staszów, Świętokrzyskie;50.564;21.173;13596;;False
738;Stopnica;Świętokrzyskie;Stopnica, Świętokrzyskie;50.44;20.938;1124;;False
739;Suchedniów;Świętokrzyskie;Suchedniów, Świętokrzyskie;51.048;20.829;7452;;False
740;Szydłów;Świętokrzyskie;Szydłów, Świętokrzyskie;50.591;21.007;967;;False
741;Wąchock;Świętokrzyskie;Wąchock, Świętokrzyskie;51.074;21.01;2466;;False
742;Wiślica;Świętokrzyskie;Wiślica, Świętokrzyskie;50.349;20.674;444;;False
743;Włoszczowa;Świętokrzyskie;Włoszczowa, Świętokrzyskie;50.851;19.973;9520;;False
744;Wodzisław;Świętokrzyskie;Wodzisław, Świętokrzyskie;50.52;20.191;961;;False
745;Zawichost;Świętokrzyskie;Zawichost, Świętokrzyskie;50.808;21.846;1596;;False
746;Barczewo;Warmińsko-Mazurskie;Barczewo, Warmińsko-Mazurskie;53.829;20.69;7377;;False
747;Bartoszyce;Warmińsko-Mazurskie;Bartoszyce, Warmińsko-Mazurskie;54.251;20.812;21314;;False
748;Biała Piska;Warmińsko-Mazurskie;Biała Piska, Warmińsko-Mazurskie;53.612;22.063;3673;;False
749;Biskupiec;Warmińsko-Mazurskie;Biskupiec, Warmińsko-Mazurskie;53.863;20.955;9924;;False
750;Bisztynek;Warmińsko-Mazurskie;Bisztynek, Warmińsko-Mazurskie;54.086;20.905;2156;;False
751;Braniewo;Warmińsko-Mazurskie;Braniewo, Warmińsko-Mazurskie;54.38;19.82;16015;;False
752;Dobre Miasto;Warmińsko-Mazurskie;Dobre Miasto, Warmińsko-Mazurskie;53.987;20.397;9255;;False
753;Działdowo;Warmińsko-Mazurskie;Działdowo, Warmińsko-Mazurskie;53.236;20.179;20125;;False
754;Elbląg;Warmińsko-Mazurskie;Elbląg, Warmińsko-Mazurskie;54.162;19.408;112923;;False
755;Ełk;Warmińsko-Mazurskie;Ełk, Warmińsko-Mazurskie;53.825;22.351;59759;;False
756;Frombork;Warmińsko-Mazurskie;Frombork, Warmińsko-Mazurskie;54.357;19.679;2029;;False
757;Giżycko;Warmińsko-Mazurskie;Giżycko, Warmińsko-Mazurskie;54.037;21.767;27310;;False
758;Gołdap;Warmińsko-Mazurskie;Gołdap, Warmińsko-Mazurskie;54.307;22.303;13184;;False
759;Górowo Iławeckie;Warmińsko-Mazurskie;Górowo Iławeckie, Warmińsko-Mazurskie;54.286;20.491;3627;;False
760;Iława;Warmińsko-Mazurskie;Iława, Warmińsko-Mazurskie;53.596;19.567;32188;;False
761;Jeziorany;Warmińsko-Mazurskie;Jeziorany, Warmińsko-Mazurskie;53.979;20.747;2943;;False
762;Kętrzyn;Warmińsko-Mazurskie;Kętrzyn, Warmińsko-Mazurskie;54.077;21.373;25113;;False
763;Kisielice;Warmińsko-Mazurskie;Kisielice, Warmińsko-Mazurskie;53.608;19.267;2005;;False
764;Korsze;Warmińsko-Mazurskie;Korsze, Warmińsko-Mazurskie;54.17;21.139;3934;;False
765;Lidzbark;Warmińsko-Mazurskie;Lidzbark, Warmińsko-Mazurskie;53.262;19.823;7182;;False
766;Lidzbark Warmiński;Warmińsko-Mazurskie;Lidzbark Warmiński, Warmińsko-Mazurskie;54.125;20.586;14459;;False
767;Lubawa;Warmińsko-Mazurskie;Lubawa, Warmińsko-Mazurskie;53.503;19.75;10633;;False
768;Mikołajki;Warmińsko-Mazurskie;Mikołajki, Warmińsko-Mazurskie;53.803;21.571;3361;;False
769;Miłakowo;Warmińsko-Mazurskie;Miłakowo, Warmińsko-Mazurskie;54.009;20.07;2399;;False
770;Miłomłyn;Warmińsko-Mazurskie;Miłomłyn, Warmińsko-Mazurskie;53.764;19.835;2410;;False
771;Młynary;Warmińsko-Mazurskie;Młynary, Warmińsko-Mazurskie;54.189;19.725;1681;;False
772;Morąg;Warmińsko-Mazurskie;Morąg, Warmińsko-Mazurskie;53.916;19.928;12757;;False
773;Mrągowo;Warmińsko-Mazurskie;Mrągowo, Warmińsko-Mazurskie;53.863;21.307;20533;;False
774;Nidzica;Warmińsko-Mazurskie;Nidzica, Warmińsko-Mazurskie;53.361;20.427;12629;;False
775;Nowe Miasto Lubawskie;Warmińsko-Mazurskie;Nowe Miasto Lubawskie, Warmińsko-Mazurskie;53.423;19.591;10089;;False
776;Olecko;Warmińsko-Mazurskie;Olecko, Warmińsko-Mazurskie;54.034;22.507;15721;;False
777;Olsztyn;Warmińsko-Mazurskie;Olsztyn, Warmińsko-Mazurskie;53.777;20.476;167311;;True
778;Olsztynek;Warmińsko-Mazurskie;Olsztynek, Warmińsko-Mazurskie;53.584;20.284;7165;;False
779;Orneta;Warmińsko-Mazurskie;Orneta, Warmińsko-Mazurskie;54.115;20.13;8007;;False
780;Orzysz;Warmińsko-Mazurskie;Orzysz, Warmińsko-Mazurskie;53.81;21.949;5279;;False
781;Ostróda;Warmińsko-Mazurskie;Ostróda, Warmińsko-Mazurskie;53.7;19.964;31336;;False
782;Pasłęk;Warmińsko-Mazurskie;Pasłęk, Warmińsko-Mazurskie;54.062;19.664;11728;;False
783;Pasym;Warmińsko-Mazurskie;Pasym, Warmińsko-Mazurskie;53.65;20.792;2390;;False
784;Pieniężno;Warmińsko-Mazurskie;Pieniężno, Warmińsko-Mazurskie;54.235;20.127;2420;;False
785;Pisz;Warmińsko-Mazurskie;Pisz, Warmińsko-Mazurskie;53.629;21.809;17672;;False
786;Reszel;Warmińsko-Mazurskie;Reszel, Warmińsko-Mazurskie;54.05;21.147;4045;;False
787;Ruciane-Nida;Warmińsko-Mazurskie;Ruciane-Nida, Warmińsko-Mazurskie;53.642;21.54;4073;;False
788;Ryn;Warmińsko-Mazurskie;Ryn, Warmińsko-Mazurskie;53.938;21.546;2678;;False
789;Sępopol;Warmińsko-Mazurskie;Sępopol, Warmińsko-Mazurskie;54.269;21.014;1890;;False
790;Susz;Warmińsko-Mazurskie;Susz, Warmińsko-Mazurskie;53.717;19.336;5245;;False
791;Szczytno;Warmińsko-Mazurskie;Szczytno, Warmińsko-Mazurskie;53.565;20.993;21878;;False
792;Tolkmicko;Warmińsko-Mazurskie;Tolkmicko, Warmińsko-Mazurskie;54.32;19.528;2395;;False
793;Węgorzewo;Warmińsko-Mazurskie;Węgorzewo, Warmińsko-Mazurskie;54.209;21.744;10563;;False
794;Wielbark;Warmińsko-Mazurskie;Wielbark, Warmińsko-Mazurskie;53.399;20.951;2979;;False
795;Zalewo;Warmińsko-Mazurskie;Zalewo, Warmińsko-Mazurskie;53.846;19.604;2026;;False
796;Bojanowo;Wielkopolskie;Bojanowo, Wielkopolskie;51.707;16.751;2790;;False
797;Borek Wielkopolski;Wielkopolskie;Borek Wielkopolski, Wielkopolskie;51.916;17.241;2436;;False
798;Budzyń;Wielkopolskie;Budzyń, Wielkopolskie;52.89;16.988;4668;;False
799;Buk;Wielkopolskie;Buk, Wielkopolskie;52.355;16.52;5502;;False
800;Chocz;Wielkopolskie;Chocz, Wielkopolskie;51.975;17.871;1625;;False
801;Chodzież;Wielkopolskie;Chodzież, Wielkopolskie;52.992;16.917;17321;;False
802;Czarnków;Wielkopolskie;Czarnków, Wielkopolskie;52.905;16.564;9916;;False
803;Czempiń;Wielkopolskie;Czempiń, Wielkopolskie;52.143;16.759;5096;;False
804;Czerniejewo;Wielkopolskie;Czerniejewo, Wielkopolskie;52.428;17.49;2555;;False
805;Dąbie;Wielkopolskie;Dąbie, Wielkopolskie;52.088;18.822;1703;;False
806;Dobra;Wielkopolskie;Dobra, Wielkopolskie;51.916;18.616;1328;;False
807;Dobrzyca;Wielkopolskie;Dobrzyca, Wielkopolskie;51.867;17.602;2922;;False
808;Dolsk;Wielkopolskie;Dolsk, Wielkopolskie;51.982;17.066;1550;;False
809;Gniezno;Wielkopolskie;Gniezno, Wielkopolskie;52.536;17.596;63549;;False
810;Gołańcz;Wielkopolskie;Gołańcz, Wielkopolskie;52.943;17.3;3180;;False
811;Golina;Wielkopolskie;Golina, Wielkopolskie;52.242;18.095;4284;;False
812;Gostyń;Wielkopolskie;Gostyń, Wielkopolskie;51.879;17.012;19814;;False
813;Grabów nad Prosną;Wielkopolskie;Grabów nad Prosną, Wielkopolskie;51.506;18.119;1908;;False
814;Grodzisk Wielkopolski;Wielkopolskie;Grodzisk Wielkopolski, Wielkopolskie;52.226;16.365;15124;;False
815;Jaraczewo;Wielkopolskie;Jaraczewo, Wielkopolskie;51.969;17.298;1368;;False
816;Jarocin;Wielkopolskie;Jarocin, Wielkopolskie;51.972;17.502;26286;;False
817;Jastrowie;Wielkopolskie;Jastrowie, Wielkopolskie;53.421;16.815;8258;;False
818;Jutrosin;Wielkopolskie;Jutrosin, Wielkopolskie;51.652;17.169;1850;;False
819;Kaczory;Wielkopolskie;Kaczory, Wielkopolskie;53.102;16.884;2777;;False
820;Kalisz;Wielkopolskie;Kalisz, Wielkopolskie;51.762;18.089;93137;;False
821;Kępno;Wielkopolskie;Kępno, Wielkopolskie;51.278;17.989;13530;;False
822;Kłecko;Wielkopolskie;Kłecko, Wielkopolskie;52.632;17.431;2520;;False
823;Kleczew;Wielkopolskie;Kleczew, Wielkopolskie;52.37;18.172;3893;;False
824;Kłodawa;Wielkopolskie;Kłodawa, Wielkopolskie;52.254;18.915;5870;;False
825;Kobylin;Wielkopolskie;Kobylin, Wielkopolskie;51.716;17.226;3203;;False
826;Koło;Wielkopolskie;Koło, Wielkopolskie;52.199;18.637;19417;;False
827;Konin;Wielkopolskie;Konin, Wielkopolskie;52.228;18.251;67066;;False
828;Kórnik;Wielkopolskie;Kórnik, Wielkopolskie;52.247;17.09;8141;;False
829;Kościan;Wielkopolskie;Kościan, Wielkopolskie;52.081;16.637;23398;;False
830;Kostrzyn;Wielkopolskie;Kostrzyn, Wielkopolskie;52.398;17.229;9855;;False
831;Koźminek;Wielkopolskie;Koźminek, Wielkopolskie;51.798;18.334;1823;;False
832;Koźmin Wielkopolski;Wielkopolskie;Koźmin Wielkopolski, Wielkopolskie;51.827;17.454;6117;;False
833;Krajenka;Wielkopolskie;Krajenka, Wielkopolskie;53.298;16.991;3498;;False
834;Krobia;Wielkopolskie;Krobia, Wielkopolskie;51.775;16.986;4513;;False
835;Krotoszyn;Wielkopolskie;Krotoszyn, Wielkopolskie;51.696;17.437;28126;;False
836;Krzywiń;Wielkopolskie;Krzywiń, Wielkopolskie;51.963;16.82;1662;;False
837;Krzyż Wielkopolski;Wielkopolskie;Krzyż Wielkopolski, Wielkopolskie;52.879;16.015;5882;;False
838;Książ Wielkopolski;Wielkopolskie;Książ Wielkopolski, Wielkopolskie;52.064;17.241;2544;;False
839;Leszno;Wielkopolskie;Leszno, Wielkopolskie;51.844;16.574;60051;;False
840;Łobżenica;Wielkopolskie;Łobżenica, Wielkopolskie;53.26;17.259;2764;;False
841;Luboń;Wielkopolskie;Luboń, Wielkopolskie;52.347;16.879;32835;;False
842;Lwówek;Wielkopolskie;Lwówek, Wielkopolskie;52.448;16.178;2923;;False
843;Margonin;Wielkopolskie;Margonin, Wielkopolskie;52.973;17.095;2967;;False
844;Miasteczko Krajeńskie;Wielkopolskie;Miasteczko Krajeńskie, Wielkopolskie;53.097;17.006;1069;;False
845;Międzychód;Wielkopolskie;Międzychód, Wielkopolskie;52.602;15.889;9956;;False
846;Miejska Górka;Wielkopolskie;Miejska Górka, Wielkopolskie;51.655;16.955;3054;;False
847;Mikstat;Wielkopolskie;Mikstat, Wielkopolskie;51.533;17.975;1702;;False
848;Miłosław;Wielkopolskie;Miłosław, Wielkopolskie;52.203;17.49;3391;;False
849;Mosina;Wielkopolskie;Mosina, Wielkopolskie;52.245;16.846;14501;;False
850;Murowana Goślina;Wielkopolskie;Murowana Goślina, Wielkopolskie;52.574;17.009;10287;;False
851;Nekla;Wielkopolskie;Nekla, Wielkopolskie;52.366;17.408;3826;;False
852;Nowe Skalmierzyce;Wielkopolskie;Nowe Skalmierzyce, Wielkopolskie;51.711;17.993;4578;;False
853;Nowy Tomyśl;Wielkopolskie;Nowy Tomyśl, Wielkopolskie;52.318;16.128;13591;;False
854;Oborniki;Wielkopolskie;Oborniki, Wielkopolskie;52.645;16.814;17238;;False
855;Obrzycko;Wielkopolskie;Obrzycko, Wielkopolskie;52.709;16.525;2391;;False
856;Odolanów;Wielkopolskie;Odolanów, Wielkopolskie;51.574;17.674;4941;;False
857;Okonek;Wielkopolskie;Okonek, Wielkopolskie;53.536;16.852;3616;;False
858;Opalenica;Wielkopolskie;Opalenica, Wielkopolskie;52.309;16.41;9303;;False
859;Opatówek;Wielkopolskie;Opatówek, Wielkopolskie;51.74;18.215;3493;;False
860;Osieczna;Wielkopolskie;Osieczna, Wielkopolskie;51.904;16.678;2443;;False
861;Ostroróg;Wielkopolskie;Ostroróg, Wielkopolskie;52.627;16.456;1836;;False
862;Ostrów Wielkopolski;Wielkopolskie;Ostrów Wielkopolski, Wielkopolskie;51.65;17.816;69260;;False
863;Ostrzeszów;Wielkopolskie;Ostrzeszów, Wielkopolskie;51.427;17.93;13593;;False
864;Piła;Wielkopolskie;Piła, Wielkopolskie;53.156;16.738;70054;;False
865;Pleszew;Wielkopolskie;Pleszew, Wielkopolskie;51.896;17.787;16610;;False
866;Pniewy;Wielkopolskie;Pniewy, Wielkopolskie;52.507;16.26;8080;;False
867;Pobiedziska;Wielkopolskie;Pobiedziska, Wielkopolskie;52.478;17.289;9891;;False
868;Pogorzela;Wielkopolskie;Pogorzela, Wielkopolskie;51.823;17.234;2032;;False
869;Poniec;Wielkopolskie;Poniec, Wielkopolskie;51.766;16.809;2918;;False
870;Poznań;Wielkopolskie;Poznań, Wielkopolskie;52.408;16.934;538439;;True
871;Przedecz;Wielkopolskie;Przedecz, Wielkopolskie;52.334;18.904;1534;;False
872;Puszczykowo;Wielkopolskie;Puszczykowo, Wielkopolskie;52.284;16.854;9292;;False
873;Pyzdry;Wielkopolskie;Pyzdry, Wielkopolskie;52.17;17.69;2958;;False
874;Rakoniewice;Wielkopolskie;Rakoniewice, Wielkopolskie;52.139;16.274;3590;;False
875;Raszków;Wielkopolskie;Raszków, Wielkopolskie;51.72;17.732;2099;;False
876;Rawicz;Wielkopolskie;Rawicz, Wielkopolskie;51.609;16.858;19655;;False
877;Rogoźno;Wielkopolskie;Rogoźno, Wielkopolskie;52.75;17.002;10771;;False
878;Rychwał;Wielkopolskie;Rychwał, Wielkopolskie;52.07;18.167;2383;;False
879;Rydzyna;Wielkopolskie;Rydzyna, Wielkopolskie;51.789;16.669;2869;;False
880;Sieraków;Wielkopolskie;Sieraków, Wielkopolskie;52.647;16.085;5820;;False
881;Skoki;Wielkopolskie;Skoki, Wielkopolskie;52.671;17.157;4773;;False
882;Ślesin;Wielkopolskie;Ślesin, Wielkopolskie;52.37;18.305;3098;;False
883;Słupca;Wielkopolskie;Słupca, Wielkopolskie;52.288;17.874;12952;;False
884;Śmigiel;Wielkopolskie;Śmigiel, Wielkopolskie;52.013;16.527;5616;;False
885;Sompolno;Wielkopolskie;Sompolno, Wielkopolskie;52.388;18.503;3336;;False
886;Śrem;Wielkopolskie;Śrem, Wielkopolskie;52.088;17.019;27817;;False
887;Środa Wielkopolska;Wielkopolskie;Środa Wielkopolska, Wielkopolskie;52.229;17.28;24324;;False
888;Stawiszyn;Wielkopolskie;Stawiszyn, Wielkopolskie;51.916;18.109;1356;;False
889;Stęszew;Wielkopolskie;Stęszew, Wielkopolskie;52.284;16.701;5874;;False
890;Sulmierzyce;Wielkopolskie;Sulmierzyce, Wielkopolskie;51.606;17.532;2722;;False
891;Swarzędz;Wielkopolskie;Swarzędz, Wielkopolskie;52.41;17.078;28254;;False
892;Szamocin;Wielkopolskie;Szamocin, Wielkopolskie;53.03;17.124;3900;;False
893;Szamotuły;Wielkopolskie;Szamotuły, Wielkopolskie;52.612;16.579;18219;;False
894;Trzcianka;Wielkopolskie;Trzcianka, Wielkopolskie;53.042;16.459;16422;;False
895;Trzemeszno;Wielkopolskie;Trzemeszno, Wielkopolskie;52.564;17.828;7272;;False
896;Tuliszków;Wielkopolskie;Tuliszków, Wielkopolskie;52.077;18.296;3038;;False
897;Turek;Wielkopolskie;Turek, Wielkopolskie;52.016;18.501;24463;;False
898;Ujście;Wielkopolskie;Ujście, Wielkopolskie;53.053;16.732;3355;;False
899;Wągrowiec;Wielkopolskie;Wągrowiec, Wielkopolskie;52.809;17.203;25398;;False
900;Wieleń;Wielkopolskie;Wieleń, Wielkopolskie;52.895;16.171;5677;;False
901;Wielichowo;Wielkopolskie;Wielichowo, Wielkopolskie;52.116;16.351;1665;;False
902;Witkowo;Wielkopolskie;Witkowo, Wielkopolskie;52.439;17.773;7427;;False
903;Wolsztyn;Wielkopolskie;Wolsztyn, Wielkopolskie;52.115;16.117;11935;;False
904;Wronki;Wielkopolskie;Wronki, Wielkopolskie;52.708;16.379;10505;;False
905;Września;Wielkopolskie;Września, Wielkopolskie;52.325;17.57;31759;;False
906;Wyrzysk;Wielkopolskie;Wyrzysk, Wielkopolskie;53.151;17.269;5077;;False
907;Wysoka;Wielkopolskie;Wysoka, Wielkopolskie;53.182;17.08;2511;;False
908;Zagórów;Wielkopolskie;Zagórów, Wielkopolskie;52.169;17.898;2729;;False
909;Zbąszyń;Wielkopolskie;Zbąszyń, Wielkopolskie;52.251;15.925;7016;;False
910;Zduny;Wielkopolskie;Zduny, Wielkopolskie;51.647;17.378;4314;;False
911;Żerków;Wielkopolskie;Żerków, Wielkopolskie;52.069;17.565;2080;;False
912;Złotów;Wielkopolskie;Złotów, Wielkopolskie;53.364;17.04;18138;;False
913;Barlinek;Zachodniopomorskie;Barlinek, Zachodniopomorskie;52.994;15.219;12935;;False
914;Barwice;Zachodniopomorskie;Barwice, Zachodniopomorskie;53.744;16.355;3475;;False
915;Białogard;Zachodniopomorskie;Białogard, Zachodniopomorskie;54.005;15.991;22418;;False
916;Biały Bór;Zachodniopomorskie;Biały Bór, Zachodniopomorskie;53.896;16.835;2142;;False
917;Bobolice;Zachodniopomorskie;Bobolice, Zachodniopomorskie;53.955;16.587;3723;;False
918;Borne Sulinowo;Zachodniopomorskie;Borne Sulinowo, Zachodniopomorskie;53.581;16.547;4843;;False
919;Cedynia;Zachodniopomorskie;Cedynia, Zachodniopomorskie;52.878;14.201;1459;;False
920;Chociwel;Zachodniopomorskie;Chociwel, Zachodniopomorskie;53.464;15.333;2989;;False
921;Chojna;Zachodniopomorskie;Chojna, Zachodniopomorskie;52.963;14.427;7316;;False
922;Choszczno;Zachodniopomorskie;Choszczno, Zachodniopomorskie;53.169;15.42;13895;;False
923;Czaplinek;Zachodniopomorskie;Czaplinek, Zachodniopomorskie;53.558;16.233;6663;;False
924;Człopa;Zachodniopomorskie;Człopa, Zachodniopomorskie;53.089;16.121;2158;;False
925;Darłowo;Zachodniopomorskie;Darłowo, Zachodniopomorskie;54.421;16.411;12512;;False
926;Dębno;Zachodniopomorskie;Dębno, Zachodniopomorskie;52.739;14.697;12885;;False
927;Dobra;Zachodniopomorskie;Dobra, Zachodniopomorskie;53.586;15.31;2019;;False
928;Dobrzany;Zachodniopomorskie;Dobrzany, Zachodniopomorskie;53.361;15.429;2159;;False
929;Drawno;Zachodniopomorskie;Drawno, Zachodniopomorskie;53.22;15.759;2156;;False
930;Drawsko Pomorskie;Zachodniopomorskie;Drawsko Pomorskie, Zachodniopomorskie;53.532;15.814;11224;;False
931;Dziwnów;Zachodniopomorskie;Dziwnów, Zachodniopomorskie;54.027;14.758;2302;;False
932;Golczewo;Zachodniopomorskie;Golczewo, Zachodniopomorskie;53.824;14.978;2504;;False
933;Goleniów;Zachodniopomorskie;Goleniów, Zachodniopomorskie;53.564;14.828;21462;;False
934;Gościno;Zachodniopomorskie;Gościno, Zachodniopomorskie;54.05;15.654;2734;;False
935;Gryfice;Zachodniopomorskie;Gryfice, Zachodniopomorskie;53.917;15.2;15343;;False
936;Gryfino;Zachodniopomorskie;Gryfino, Zachodniopomorskie;53.253;14.488;19691;;False
937;Ińsko;Zachodniopomorskie;Ińsko, Zachodniopomorskie;53.436;15.55;1772;;False
938;Kalisz Pomorski;Zachodniopomorskie;Kalisz Pomorski, Zachodniopomorskie;53.299;15.906;4039;;False
939;Kamień Pomorski;Zachodniopomorskie;Kamień Pomorski, Zachodniopomorskie;53.967;14.771;8291;;False
940;Karlino;Zachodniopomorskie;Karlino, Zachodniopomorskie;54.036;15.879;5477;;False
941;Kołobrzeg;Zachodniopomorskie;Kołobrzeg, Zachodniopomorskie;54.177;15.575;43426;;False
942;Koszalin;Zachodniopomorskie;Koszalin, Zachodniopomorskie;54.19;16.177;105540;;False
943;Lipiany;Zachodniopomorskie;Lipiany, Zachodniopomorskie;53.003;14.97;3798;;False
944;Łobez;Zachodniopomorskie;Łobez, Zachodniopomorskie;53.639;15.621;9516;;False
945;Maszewo;Zachodniopomorskie;Maszewo, Zachodniopomorskie;53.497;15.06;3303;;False
946;Międzyzdroje;Zachodniopomorskie;Międzyzdroje, Zachodniopomorskie;53.929;14.452;4893;;False
947;Mielno;Zachodniopomorskie;Mielno, Zachodniopomorskie;54.26;16.061;2737;;False
948;Mieszkowice;Zachodniopomorskie;Mieszkowice, Zachodniopomorskie;52.788;14.493;3343;;False
949;Mirosławiec;Zachodniopomorskie;Mirosławiec, Zachodniopomorskie;53.343;16.089;3018;;False
950;Moryń;Zachodniopomorskie;Moryń, Zachodniopomorskie;52.858;14.399;1622;;False
951;Myślibórz;Zachodniopomorskie;Myślibórz, Zachodniopomorskie;52.924;14.868;10353;;False
952;Nowe Warpno;Zachodniopomorskie;Nowe Warpno, Zachodniopomorskie;53.723;14.287;1049;;False
953;Nowogard;Zachodniopomorskie;Nowogard, Zachodniopomorskie;53.674;15.116;15695;;False
954;Pełczyce;Zachodniopomorskie;Pełczyce, Zachodniopomorskie;53.043;15.305;2402;;False
955;Płoty;Zachodniopomorskie;Płoty, Zachodniopomorskie;53.801;15.267;3705;;False
956;Polanów;Zachodniopomorskie;Polanów, Zachodniopomorskie;54.119;16.688;2824;;False
957;Połczyn-Zdrój;Zachodniopomorskie;Połczyn-Zdrój, Zachodniopomorskie;53.767;16.092;7243;;False
958;Police;Zachodniopomorskie;Police, Zachodniopomorskie;53.552;14.573;29627;;False
959;Pyrzyce;Zachodniopomorskie;Pyrzyce, Zachodniopomorskie;53.146;14.892;11824;;False
960;Recz;Zachodniopomorskie;Recz, Zachodniopomorskie;53.26;15.551;2647;;False
961;Resko;Zachodniopomorskie;Resko, Zachodniopomorskie;53.773;15.407;3892;;False
962;Sianów;Zachodniopomorskie;Sianów, Zachodniopomorskie;54.226;16.292;6564;;False
963;Sławno;Zachodniopomorskie;Sławno, Zachodniopomorskie;54.362;16.68;11777;;False
964;Stargard Szczeciński;Zachodniopomorskie;Stargard Szczeciński, Zachodniopomorskie;53.339;15.045;66604;;False
965;Stepnica;Zachodniopomorskie;Stepnica, Zachodniopomorskie;53.652;14.625;2520;;False
966;Suchań;Zachodniopomorskie;Suchań, Zachodniopomorskie;53.28;15.325;1393;;False
967;Świdwin;Zachodniopomorskie;Świdwin, Zachodniopomorskie;53.776;15.773;14547;;False
968;Świnoujście;Zachodniopomorskie;Świnoujście, Zachodniopomorskie;53.907;14.246;38904;;False
969;Szczecin;Zachodniopomorskie;Szczecin, Zachodniopomorskie;53.426;14.555;389066;;True
970;Szczecinek;Zachodniopomorskie;Szczecinek, Zachodniopomorskie;53.71;16.693;37557;;False
971;Trzcińsko-Zdrój;Zachodniopomorskie;Trzcińsko-Zdrój, Zachodniopomorskie;52.965;14.605;2114;;False
972;Trzebiatów;Zachodniopomorskie;Trzebiatów, Zachodniopomorskie;54.061;15.265;9314;;False
973;Tuczno;Zachodniopomorskie;Tuczno, Zachodniopomorskie;53.194;16.155;1780;;False
974;Tychowo;Zachodniopomorskie;Tychowo, Zachodniopomorskie;53.928;16.258;2332;;False
975;Wałcz;Zachodniopomorskie;Wałcz, Zachodniopomorskie;53.272;16.471;23578;;False
976;Węgorzyno;Zachodniopomorskie;Węgorzyno, Zachodniopomorskie;53.541;15.559;2628;;False
977;Wolin;Zachodniopomorskie;Wolin, Zachodniopomorskie;53.842;14.614;4639;;False
978;Złocieniec;Zachodniopomorskie;Złocieniec, Zachodniopomorskie;53.531;16.011;12046;;False
